0,1,2
456.0,72.0,2687.5
456.0,73.0,2706.5
456.0,74.0,2730.5
456.0,75.0,2747.0
456.0,76.0,2759.5
456.0,77.0,2838.0
456.0,78.0,2917.5
456.0,79.0,2931.5
456.0,80.0,2944.5
456.0,81.0,3061.5
457.0,53.0,1845.0
457.0,54.0,1991.5
457.0,55.0,2006.5
458.0,53.0,1845.0
458.0,54.0,1991.5
458.0,55.0,2006.5
458.0,56.0,2020.5
459.0,53.0,1845.0
459.0,54.0,1991.5
459.0,55.0,2006.5
459.0,56.0,2020.5
459.0,57.0,2031.5
459.0,58.0,2044.0
459.0,59.0,2057.5
459.0,60.0,2070.5
459.0,61.0,2084.5
459.0,62.0,2099.0
459.0,63.0,2121.0
459.0,64.0,2147.0
459.0,65.0,2170.5
459.0,66.0,2188.5
459.0,67.0,2203.0
459.0,68.0,2233.5
460.0,53.0,1845.0
460.0,54.0,1991.5
460.0,55.0,2006.5
460.0,56.0,2020.5
460.0,57.0,2031.5
460.0,58.0,2044.0
460.0,59.0,2057.5
460.0,60.0,2070.5
460.0,61.0,2084.5
461.0,53.0,1845.0
461.0,54.0,1991.5
461.0,55.0,2006.5
462.0,53.0,1845.0
462.0,54.0,1991.5
463.0,53.0,1845.0
464.0,53.0,1845.0
464.0,54.0,1991.5
464.0,55.0,2006.5
464.0,56.0,2020.5
464.0,57.0,2031.5
464.0,58.0,2044.0
464.0,59.0,2057.5
464.0,60.0,2070.5
464.0,61.0,2084.5
464.0,62.0,2099.0
465.0,53.0,1845.0
465.0,54.0,1991.5
465.0,55.0,2006.5
465.0,56.0,2020.5
465.0,57.0,2031.5
465.0,58.0,2044.0
465.0,59.0,2057.5
465.0,60.0,2070.5
465.0,61.0,2084.5
465.0,62.0,2099.0
465.0,63.0,2121.0
465.0,64.0,2147.0
466.0,53.0,1845.0
466.0,54.0,1991.5
467.0,53.0,1845.0
468.0,53.0,1845.0
468.0,54.0,1991.5
469.0,53.0,1845.0
469.0,54.0,1991.5
470.0,54.0,1991.5
471.0,54.0,1991.5
472.0,54.0,1991.5
473.0,55.0,2006.5
474.0,55.0,2006.5
474.0,56.0,2020.5
474.0,57.0,2031.5
474.0,58.0,2044.0
474.0,59.0,2057.5
474.0,60.0,2070.5
474.0,61.0,2084.5
474.0,62.0,2099.0
475.0,55.0,2006.5
475.0,56.0,2020.5
476.0,55.0,2006.5
477.0,55.0,2006.5
477.0,56.0,2020.5
477.0,57.0,2031.5
477.0,58.0,2044.0
478.0,55.0,2006.5
479.0,55.0,2006.5
480.0,55.0,2006.5
480.0,56.0,2020.5
480.0,57.0,2031.5
480.0,58.0,2044.0
480.0,59.0,2057.5
480.0,60.0,2070.5
481.0,56.0,2020.5
481.0,57.0,2031.5
482.0,56.0,2020.5
483.0,56.0,2020.5
484.0,56.0,2020.5
484.0,57.0,2031.5
484.0,58.0,2044.0
484.0,59.0,2057.5
484.0,60.0,2070.5
484.0,61.0,2084.5
484.0,62.0,2099.0
485.0,56.0,2020.5
486.0,57.0,2031.5
487.0,57.0,2031.5
488.0,57.0,2031.5
488.0,58.0,2044.0
489.0,57.0,2031.5
489.0,58.0,2044.0
490.0,57.0,2031.5
491.0,58.0,2044.0
491.0,59.0,2057.5
491.0,60.0,2070.5
491.0,61.0,2084.5
491.0,62.0,2099.0
491.0,63.0,2121.0
491.0,64.0,2147.0
491.0,65.0,2170.5
491.0,66.0,2188.5
491.0,67.0,2203.0
491.0,68.0,2233.5
491.0,69.0,2260.5
491.0,70.0,2272.0
492.0,58.0,2044.0
493.0,58.0,2044.0
494.0,58.0,2044.0
495.0,58.0,2044.0
495.0,59.0,2057.5
496.0,58.0,2044.0
496.0,59.0,2057.5
497.0,58.0,2044.0
497.0,59.0,2057.5
498.0,58.0,2044.0
499.0,58.0,2044.0
499.0,59.0,2057.5
499.0,60.0,2070.5
499.0,61.0,2084.5
499.0,62.0,2099.0
499.0,63.0,2121.0
499.0,64.0,2147.0
499.0,65.0,2170.5
500.0,59.0,2057.5
501.0,59.0,2057.5
501.0,60.0,2070.5
502.0,59.0,2057.5
503.0,59.0,2057.5
504.0,59.0,2057.5
504.0,60.0,2070.5
504.0,61.0,2084.5
505.0,60.0,2070.5
505.0,61.0,2084.5
505.0,62.0,2099.0
505.0,63.0,2121.0
506.0,60.0,2070.5
506.0,61.0,2084.5
506.0,62.0,2099.0
506.0,63.0,2121.0
506.0,64.0,2147.0
506.0,65.0,2170.5
506.0,66.0,2188.5
507.0,60.0,2070.5
507.0,61.0,2084.5
507.0,62.0,2099.0
507.0,63.0,2121.0
507.0,64.0,2147.0
507.0,65.0,2170.5
507.0,66.0,2188.5
507.0,67.0,2203.0
508.0,60.0,2070.5
509.0,60.0,2070.5
509.0,61.0,2084.5
509.0,62.0,2099.0
510.0,60.0,2070.5
511.0,60.0,2070.5
511.0,61.0,2084.5
511.0,62.0,2099.0
511.0,63.0,2121.0
512.0,61.0,2084.5
513.0,61.0,2084.5
514.0,61.0,2084.5
515.0,61.0,2084.5
516.0,61.0,2084.5
516.0,62.0,2099.0
516.0,63.0,2121.0
516.0,64.0,2147.0
516.0,65.0,2170.5
517.0,61.0,2084.5
517.0,62.0,2099.0
518.0,62.0,2099.0
519.0,62.0,2099.0
519.0,63.0,2121.0
519.0,64.0,2147.0
520.0,62.0,2099.0
520.0,63.0,2121.0
520.0,64.0,2147.0
520.0,65.0,2170.5
520.0,66.0,2188.5
520.0,67.0,2203.0
520.0,68.0,2233.5
520.0,69.0,2260.5
521.0,62.0,2099.0
521.0,63.0,2121.0
522.0,62.0,2099.0
523.0,62.0,2099.0
524.0,62.0,2099.0
525.0,62.0,2099.0
525.0,63.0,2121.0
525.0,64.0,2147.0
526.0,62.0,2099.0
526.0,63.0,2121.0
526.0,64.0,2147.0
527.0,62.0,2099.0
528.0,62.0,2099.0
529.0,62.0,2099.0
530.0,63.0,2121.0
531.0,63.0,2121.0
532.0,63.0,2121.0
533.0,63.0,2121.0
533.0,64.0,2147.0
533.0,65.0,2170.5
533.0,66.0,2188.5
533.0,67.0,2203.0
533.0,68.0,2233.5
533.0,69.0,2260.5
533.0,70.0,2272.0
534.0,63.0,2121.0
535.0,63.0,2121.0
536.0,63.0,2121.0
537.0,64.0,2147.0
538.0,64.0,2147.0
539.0,64.0,2147.0
540.0,64.0,2147.0
541.0,64.0,2147.0
542.0,65.0,2170.5
543.0,65.0,2170.5
543.0,66.0,2188.5
543.0,67.0,2203.0
544.0,65.0,2170.5
544.0,66.0,2188.5
544.0,67.0,2203.0
544.0,68.0,2233.5
544.0,69.0,2260.5
544.0,70.0,2272.0
545.0,65.0,2170.5
546.0,65.0,2170.5
546.0,66.0,2188.5
547.0,65.0,2170.5
548.0,65.0,2170.5
548.0,66.0,2188.5
548.0,67.0,2203.0
548.0,68.0,2233.5
548.0,69.0,2260.5
549.0,65.0,2170.5
549.0,66.0,2188.5
550.0,65.0,2170.5
550.0,66.0,2188.5
550.0,67.0,2203.0
551.0,65.0,2170.5
551.0,66.0,2188.5
551.0,67.0,2203.0
552.0,65.0,2170.5
552.0,66.0,2188.5
553.0,65.0,2170.5
554.0,65.0,2170.5
554.0,66.0,2188.5
555.0,66.0,2188.5
556.0,66.0,2188.5
556.0,67.0,2203.0
557.0,66.0,2188.5
558.0,66.0,2188.5
559.0,66.0,2188.5
559.0,67.0,2203.0
560.0,66.0,2188.5
560.0,67.0,2203.0
561.0,67.0,2203.0
561.0,68.0,2233.5
561.0,69.0,2260.5
562.0,67.0,2203.0
563.0,67.0,2203.0
564.0,67.0,2203.0
565.0,67.0,2203.0
566.0,67.0,2203.0
567.0,67.0,2203.0
568.0,68.0,2233.5
568.0,69.0,2260.5
568.0,70.0,2272.0
569.0,68.0,2233.5
569.0,69.0,2260.5
569.0,70.0,2272.0
570.0,68.0,2233.5
571.0,68.0,2233.5
572.0,68.0,2233.5
572.0,69.0,2260.5
573.0,68.0,2233.5
574.0,68.0,2233.5
575.0,68.0,2233.5
575.0,69.0,2260.5
576.0,68.0,2233.5
576.0,69.0,2260.5
576.0,70.0,2272.0
577.0,69.0,2260.5
578.0,69.0,2260.5
579.0,69.0,2260.5
579.0,70.0,2272.0
580.0,69.0,2260.5
581.0,70.0,2272.0
582.0,70.0,2272.0
583.0,70.0,2272.0
584.0,70.0,2272.0
585.0,71.0,2480.0
585.0,72.0,2687.5
585.0,73.0,2706.5
585.0,74.0,2730.5
585.0,75.0,2747.0
585.0,76.0,2759.5
585.0,77.0,2838.0
585.0,78.0,2917.5
585.0,79.0,2931.5
585.0,80.0,2944.5
586.0,71.0,2480.0
586.0,72.0,2687.5
586.0,73.0,2706.5
586.0,74.0,2730.5
586.0,75.0,2747.0
586.0,76.0,2759.5
587.0,71.0,2480.0
588.0,71.0,2480.0
588.0,72.0,2687.5
589.0,71.0,2480.0
589.0,72.0,2687.5
590.0,71.0,2480.0
590.0,72.0,2687.5
590.0,73.0,2706.5
590.0,74.0,2730.5
590.0,75.0,2747.0
590.0,76.0,2759.5
591.0,71.0,2480.0
592.0,71.0,2480.0
592.0,72.0,2687.5
592.0,73.0,2706.5
592.0,74.0,2730.5
593.0,71.0,2480.0
593.0,72.0,2687.5
594.0,71.0,2480.0
594.0,72.0,2687.5
594.0,73.0,2706.5
595.0,71.0,2480.0
595.0,72.0,2687.5
596.0,71.0,2480.0
596.0,72.0,2687.5
596.0,73.0,2706.5
596.0,74.0,2730.5
596.0,75.0,2747.0
597.0,71.0,2480.0
597.0,72.0,2687.5
598.0,71.0,2480.0
598.0,72.0,2687.5
599.0,71.0,2480.0
599.0,72.0,2687.5
600.0,71.0,2480.0
601.0,71.0,2480.0
602.0,71.0,2480.0
602.0,72.0,2687.5
603.0,71.0,2480.0
604.0,71.0,2480.0
605.0,71.0,2480.0
606.0,72.0,2687.5
607.0,72.0,2687.5
608.0,72.0,2687.5
609.0,72.0,2687.5
610.0,72.0,2687.5
610.0,73.0,2706.5
610.0,74.0,2730.5
611.0,72.0,2687.5
612.0,72.0,2687.5
612.0,73.0,2706.5
612.0,74.0,2730.5
613.0,73.0,2706.5
614.0,73.0,2706.5
614.0,74.0,2730.5
614.0,75.0,2747.0
614.0,76.0,2759.5
614.0,77.0,2838.0
614.0,78.0,2917.5
614.0,79.0,2931.5
614.0,80.0,2944.5
615.0,73.0,2706.5
616.0,73.0,2706.5
617.0,73.0,2706.5
618.0,73.0,2706.5
618.0,74.0,2730.5
618.0,75.0,2747.0
618.0,76.0,2759.5
619.0,73.0,2706.5
619.0,74.0,2730.5
620.0,73.0,2706.5
621.0,73.0,2706.5
621.0,74.0,2730.5
621.0,75.0,2747.0
621.0,76.0,2759.5
621.0,77.0,2838.0
622.0,73.0,2706.5
622.0,74.0,2730.5
622.0,75.0,2747.0
622.0,76.0,2759.5
623.0,73.0,2706.5
624.0,73.0,2706.5
624.0,74.0,2730.5
624.0,75.0,2747.0
625.0,73.0,2706.5
626.0,74.0,2730.5
627.0,74.0,2730.5
628.0,74.0,2730.5
629.0,74.0,2730.5
629.0,75.0,2747.0
629.0,76.0,2759.5
630.0,74.0,2730.5
630.0,75.0,2747.0
630.0,76.0,2759.5
631.0,74.0,2730.5
631.0,75.0,2747.0
632.0,75.0,2747.0
633.0,75.0,2747.0
633.0,76.0,2759.5
634.0,75.0,2747.0
635.0,76.0,2759.5
636.0,76.0,2759.5
637.0,76.0,2759.5
638.0,76.0,2759.5
639.0,76.0,2759.5
640.0,76.0,2759.5
641.0,76.0,2759.5
642.0,76.0,2759.5
643.0,76.0,2759.5
644.0,76.0,2759.5
645.0,77.0,2838.0
645.0,78.0,2917.5
645.0,79.0,2931.5
645.0,80.0,2944.5
646.0,77.0,2838.0
646.0,78.0,2917.5
646.0,79.0,2931.5
646.0,80.0,2944.5
647.0,77.0,2838.0
647.0,78.0,2917.5
648.0,77.0,2838.0
649.0,77.0,2838.0
649.0,78.0,2917.5
649.0,79.0,2931.5
649.0,80.0,2944.5
650.0,77.0,2838.0
650.0,78.0,2917.5
650.0,79.0,2931.5
651.0,77.0,2838.0
651.0,78.0,2917.5
651.0,79.0,2931.5
652.0,77.0,2838.0
653.0,77.0,2838.0
653.0,78.0,2917.5
653.0,79.0,2931.5
654.0,77.0,2838.0
654.0,78.0,2917.5
654.0,79.0,2931.5
654.0,80.0,2944.5
655.0,77.0,2838.0
655.0,78.0,2917.5
655.0,79.0,2931.5
656.0,77.0,2838.0
656.0,78.0,2917.5
656.0,79.0,2931.5
656.0,80.0,2944.5
657.0,77.0,2838.0
657.0,78.0,2917.5
657.0,79.0,2931.5
658.0,77.0,2838.0
658.0,78.0,2917.5
658.0,79.0,2931.5
658.0,80.0,2944.5
659.0,77.0,2838.0
660.0,77.0,2838.0
660.0,78.0,2917.5
660.0,79.0,2931.5
660.0,80.0,2944.5
661.0,77.0,2838.0
662.0,77.0,2838.0
663.0,77.0,2838.0
663.0,78.0,2917.5
663.0,79.0,2931.5
663.0,80.0,2944.5
664.0,77.0,2838.0
665.0,77.0,2838.0
666.0,77.0,2838.0
666.0,78.0,2917.5
667.0,77.0,2838.0
667.0,78.0,2917.5
667.0,79.0,2931.5
668.0,77.0,2838.0
668.0,78.0,2917.5
669.0,77.0,2838.0
670.0,77.0,2838.0
670.0,78.0,2917.5
670.0,79.0,2931.5
670.0,80.0,2944.5
671.0,78.0,2917.5
671.0,79.0,2931.5
671.0,80.0,2944.5
672.0,78.0,2917.5
672.0,79.0,2931.5
672.0,80.0,2944.5
673.0,78.0,2917.5
673.0,79.0,2931.5
673.0,80.0,2944.5
674.0,78.0,2917.5
674.0,79.0,2931.5
675.0,79.0,2931.5
675.0,80.0,2944.5
675.0,81.0,3061.5
675.0,82.0,3177.5
675.0,83.0,3188.5
675.0,84.0,3204.0
675.0,85.0,3233.5
675.0,86.0,3261.5
675.0,87.0,3285.5
675.0,88.0,3306.5
675.0,89.0,3325.0
675.0,90.0,3344.0
675.0,91.0,3355.5
675.0,92.0,3389.5
676.0,79.0,2931.5
677.0,79.0,2931.5
678.0,79.0,2931.5
678.0,80.0,2944.5
679.0,79.0,2931.5
679.0,80.0,2944.5
680.0,80.0,2944.5
681.0,80.0,2944.5
682.0,80.0,2944.5
683.0,80.0,2944.5
684.0,80.0,2944.5
685.0,80.0,2944.5
686.0,80.0,2944.5
687.0,81.0,3061.5
687.0,82.0,3177.5
687.0,83.0,3188.5
687.0,84.0,3204.0
687.0,85.0,3233.5
687.0,86.0,3261.5
688.0,81.0,3061.5
688.0,82.0,3177.5
688.0,83.0,3188.5
688.0,84.0,3204.0
688.0,85.0,3233.5
688.0,86.0,3261.5
688.0,87.0,3285.5
688.0,88.0,3306.5
688.0,89.0,3325.0
688.0,90.0,3344.0
688.0,91.0,3355.5
688.0,92.0,3389.5
688.0,93.0,3530.0
688.0,94.0,3647.5
688.0,95.0,3658.5
688.0,96.0,3671.0
688.0,97.0,3740.0
688.0,98.0,3807.5
689.0,81.0,3061.5
689.0,82.0,3177.5
689.0,83.0,3188.5
689.0,84.0,3204.0
689.0,85.0,3233.5
689.0,86.0,3261.5
689.0,87.0,3285.5
689.0,88.0,3306.5
689.0,89.0,3325.0
689.0,90.0,3344.0
690.0,81.0,3061.5
691.0,81.0,3061.5
691.0,82.0,3177.5
691.0,83.0,3188.5
691.0,84.0,3204.0
692.0,81.0,3061.5
692.0,82.0,3177.5
692.0,83.0,3188.5
692.0,84.0,3204.0
692.0,85.0,3233.5
692.0,86.0,3261.5
693.0,81.0,3061.5
693.0,82.0,3177.5
693.0,83.0,3188.5
693.0,84.0,3204.0
693.0,85.0,3233.5
693.0,86.0,3261.5
694.0,81.0,3061.5
695.0,81.0,3061.5
696.0,81.0,3061.5
696.0,82.0,3177.5
697.0,82.0,3177.5
697.0,83.0,3188.5
698.0,82.0,3177.5
699.0,82.0,3177.5
699.0,83.0,3188.5
700.0,82.0,3177.5
701.0,82.0,3177.5
702.0,82.0,3177.5
702.0,83.0,3188.5
703.0,82.0,3177.5
703.0,83.0,3188.5
703.0,84.0,3204.0
704.0,83.0,3188.5
705.0,83.0,3188.5
706.0,83.0,3188.5
707.0,83.0,3188.5
708.0,83.0,3188.5
709.0,83.0,3188.5
709.0,84.0,3204.0
710.0,83.0,3188.5
710.0,84.0,3204.0
711.0,83.0,3188.5
711.0,84.0,3204.0
712.0,84.0,3204.0
713.0,84.0,3204.0
713.0,85.0,3233.5
713.0,86.0,3261.5
713.0,87.0,3285.5
713.0,88.0,3306.5
713.0,89.0,3325.0
713.0,90.0,3344.0
713.0,91.0,3355.5
713.0,92.0,3389.5
714.0,84.0,3204.0
714.0,85.0,3233.5
714.0,86.0,3261.5
715.0,84.0,3204.0
716.0,84.0,3204.0
717.0,84.0,3204.0
718.0,84.0,3204.0
718.0,85.0,3233.5
719.0,85.0,3233.5
719.0,86.0,3261.5
720.0,85.0,3233.5
720.0,86.0,3261.5
720.0,87.0,3285.5
720.0,88.0,3306.5
721.0,85.0,3233.5
721.0,86.0,3261.5
722.0,85.0,3233.5
722.0,86.0,3261.5
722.0,87.0,3285.5
722.0,88.0,3306.5
723.0,85.0,3233.5
723.0,86.0,3261.5
723.0,87.0,3285.5
723.0,88.0,3306.5
723.0,89.0,3325.0
723.0,90.0,3344.0
723.0,91.0,3355.5
723.0,92.0,3389.5
723.0,93.0,3530.0
723.0,94.0,3647.5
723.0,95.0,3658.5
723.0,96.0,3671.0
724.0,85.0,3233.5
724.0,86.0,3261.5
724.0,87.0,3285.5
725.0,85.0,3233.5
726.0,85.0,3233.5
726.0,86.0,3261.5
727.0,86.0,3261.5
728.0,86.0,3261.5
729.0,86.0,3261.5
729.0,87.0,3285.5
730.0,86.0,3261.5
731.0,86.0,3261.5
732.0,87.0,3285.5
733.0,87.0,3285.5
733.0,88.0,3306.5
734.0,87.0,3285.5
734.0,88.0,3306.5
734.0,89.0,3325.0
734.0,90.0,3344.0
734.0,91.0,3355.5
734.0,92.0,3389.5
735.0,87.0,3285.5
735.0,88.0,3306.5
736.0,87.0,3285.5
737.0,87.0,3285.5
738.0,87.0,3285.5
738.0,88.0,3306.5
739.0,87.0,3285.5
740.0,88.0,3306.5
740.0,89.0,3325.0
740.0,90.0,3344.0
740.0,91.0,3355.5
740.0,92.0,3389.5
741.0,88.0,3306.5
742.0,88.0,3306.5
742.0,89.0,3325.0
742.0,90.0,3344.0
742.0,91.0,3355.5
743.0,88.0,3306.5
744.0,88.0,3306.5
745.0,88.0,3306.5
746.0,88.0,3306.5
747.0,88.0,3306.5
748.0,89.0,3325.0
748.0,90.0,3344.0
748.0,91.0,3355.5
749.0,89.0,3325.0
749.0,90.0,3344.0
749.0,91.0,3355.5
750.0,89.0,3325.0
751.0,89.0,3325.0
752.0,89.0,3325.0
752.0,90.0,3344.0
753.0,89.0,3325.0
754.0,90.0,3344.0
754.0,91.0,3355.5
755.0,90.0,3344.0
756.0,90.0,3344.0
756.0,91.0,3355.5
757.0,90.0,3344.0
757.0,91.0,3355.5
758.0,90.0,3344.0
758.0,91.0,3355.5
759.0,90.0,3344.0
759.0,91.0,3355.5
760.0,90.0,3344.0
761.0,91.0,3355.5
762.0,91.0,3355.5
763.0,91.0,3355.5
764.0,91.0,3355.5
764.0,92.0,3389.5
765.0,91.0,3355.5
765.0,92.0,3389.5
766.0,91.0,3355.5
767.0,91.0,3355.5
768.0,92.0,3389.5
769.0,92.0,3389.5
770.0,92.0,3389.5
771.0,92.0,3389.5
772.0,92.0,3389.5
773.0,92.0,3389.5
774.0,92.0,3389.5
775.0,92.0,3389.5
776.0,92.0,3389.5
777.0,92.0,3389.5
778.0,92.0,3389.5
779.0,92.0,3389.5
780.0,92.0,3389.5
781.0,92.0,3389.5
782.0,93.0,3530.0
782.0,94.0,3647.5
782.0,95.0,3658.5
782.0,96.0,3671.0
782.0,97.0,3740.0
782.0,98.0,3807.5
782.0,99.0,3909.5
782.0,100.0,4012.0
782.0,101.0,4023.5
782.0,102.0,4034.5
782.0,103.0,4045.5
783.0,93.0,3530.0
783.0,94.0,3647.5
783.0,95.0,3658.5
783.0,96.0,3671.0
784.0,93.0,3530.0
784.0,94.0,3647.5
784.0,95.0,3658.5
784.0,96.0,3671.0
784.0,97.0,3740.0
785.0,93.0,3530.0
785.0,94.0,3647.5
785.0,95.0,3658.5
785.0,96.0,3671.0
786.0,93.0,3530.0
786.0,94.0,3647.5
786.0,95.0,3658.5
786.0,96.0,3671.0
787.0,93.0,3530.0
787.0,94.0,3647.5
787.0,95.0,3658.5
787.0,96.0,3671.0
788.0,93.0,3530.0
788.0,94.0,3647.5
788.0,95.0,3658.5
788.0,96.0,3671.0
789.0,93.0,3530.0
789.0,94.0,3647.5
789.0,95.0,3658.5
790.0,93.0,3530.0
791.0,93.0,3530.0
791.0,94.0,3647.5
792.0,93.0,3530.0
792.0,94.0,3647.5
792.0,95.0,3658.5
792.0,96.0,3671.0
792.0,97.0,3740.0
792.0,98.0,3807.5
793.0,93.0,3530.0
793.0,94.0,3647.5
793.0,95.0,3658.5
793.0,96.0,3671.0
793.0,97.0,3740.0
793.0,98.0,3807.5
794.0,93.0,3530.0
795.0,93.0,3530.0
796.0,93.0,3530.0
796.0,94.0,3647.5
797.0,94.0,3647.5
797.0,95.0,3658.5
798.0,94.0,3647.5
798.0,95.0,3658.5
798.0,96.0,3671.0
799.0,94.0,3647.5
799.0,95.0,3658.5
800.0,94.0,3647.5
800.0,95.0,3658.5
800.0,96.0,3671.0
801.0,94.0,3647.5
801.0,95.0,3658.5
802.0,95.0,3658.5
803.0,95.0,3658.5
804.0,95.0,3658.5
805.0,95.0,3658.5
806.0,96.0,3671.0
807.0,96.0,3671.0
807.0,97.0,3740.0
807.0,98.0,3807.5
808.0,96.0,3671.0
809.0,96.0,3671.0
810.0,96.0,3671.0
811.0,96.0,3671.0
812.0,96.0,3671.0
813.0,96.0,3671.0
814.0,96.0,3671.0
815.0,96.0,3671.0
816.0,97.0,3740.0
816.0,98.0,3807.5
816.0,99.0,3909.5
816.0,100.0,4012.0
816.0,101.0,4023.5
816.0,102.0,4034.5
816.0,103.0,4045.5
816.0,104.0,4138.0
816.0,105.0,4231.5
816.0,106.0,4244.0
816.0,107.0,4265.0
816.0,108.0,4294.0
816.0,109.0,4314.5
816.0,110.0,4330.0
816.0,111.0,4344.5
816.0,112.0,4355.5
816.0,113.0,4366.5
816.0,114.0,4379.0
816.0,115.0,4401.0
816.0,116.0,4422.0
816.0,117.0,4434.0
816.0,118.0,4458.5
816.0,119.0,4482.5
816.0,120.0,4493.5
816.0,121.0,4505.0
816.0,122.0,4516.5
816.0,123.0,4573.5
816.0,124.0,4630.5
816.0,125.0,4641.5
816.0,126.0,4653.5
816.0,127.0,4665.5
816.0,128.0,4679.0
816.0,129.0,4692.5
816.0,130.0,4705.5
816.0,131.0,4720.0
816.0,132.0,4782.5
816.0,133.0,4843.5
816.0,134.0,4854.5
816.0,135.0,4866.0
816.0,136.0,4879.5
817.0,97.0,3740.0
817.0,98.0,3807.5
818.0,97.0,3740.0
818.0,98.0,3807.5
819.0,97.0,3740.0
819.0,98.0,3807.5
820.0,97.0,3740.0
821.0,97.0,3740.0
821.0,98.0,3807.5
822.0,97.0,3740.0
823.0,97.0,3740.0
824.0,97.0,3740.0
824.0,98.0,3807.5
825.0,97.0,3740.0
825.0,98.0,3807.5
826.0,97.0,3740.0
826.0,98.0,3807.5
827.0,97.0,3740.0
828.0,97.0,3740.0
829.0,97.0,3740.0
829.0,98.0,3807.5
830.0,97.0,3740.0
830.0,98.0,3807.5
831.0,97.0,3740.0
832.0,97.0,3740.0
833.0,97.0,3740.0
833.0,98.0,3807.5
834.0,97.0,3740.0
834.0,98.0,3807.5
835.0,97.0,3740.0
835.0,98.0,3807.5
836.0,97.0,3740.0
837.0,98.0,3807.5
838.0,98.0,3807.5
839.0,98.0,3807.5
840.0,98.0,3807.5
841.0,98.0,3807.5
842.0,98.0,3807.5
843.0,98.0,3807.5
844.0,98.0,3807.5
845.0,98.0,3807.5
846.0,99.0,3909.5
846.0,100.0,4012.0
846.0,101.0,4023.5
846.0,102.0,4034.5
846.0,103.0,4045.5
846.0,104.0,4138.0
846.0,105.0,4231.5
846.0,106.0,4244.0
846.0,107.0,4265.0
846.0,108.0,4294.0
846.0,109.0,4314.5
846.0,110.0,4330.0
846.0,111.0,4344.5
846.0,112.0,4355.5
846.0,113.0,4366.5
846.0,114.0,4379.0
846.0,115.0,4401.0
846.0,116.0,4422.0
846.0,117.0,4434.0
846.0,118.0,4458.5
846.0,119.0,4482.5
846.0,120.0,4493.5
846.0,121.0,4505.0
846.0,122.0,4516.5
846.0,123.0,4573.5
846.0,124.0,4630.5
846.0,125.0,4641.5
846.0,126.0,4653.5
846.0,127.0,4665.5
846.0,128.0,4679.0
846.0,129.0,4692.5
847.0,99.0,3909.5
847.0,100.0,4012.0
847.0,101.0,4023.5
847.0,102.0,4034.5
847.0,103.0,4045.5
848.0,99.0,3909.5
848.0,100.0,4012.0
848.0,101.0,4023.5
849.0,99.0,3909.5
849.0,100.0,4012.0
849.0,101.0,4023.5
849.0,102.0,4034.5
849.0,103.0,4045.5
849.0,104.0,4138.0
849.0,105.0,4231.5
849.0,106.0,4244.0
849.0,107.0,4265.0
849.0,108.0,4294.0
849.0,109.0,4314.5
849.0,110.0,4330.0
849.0,111.0,4344.5
849.0,112.0,4355.5
849.0,113.0,4366.5
849.0,114.0,4379.0
849.0,115.0,4401.0
849.0,116.0,4422.0
849.0,117.0,4434.0
850.0,99.0,3909.5
850.0,100.0,4012.0
850.0,101.0,4023.5
850.0,102.0,4034.5
850.0,103.0,4045.5
851.0,99.0,3909.5
852.0,99.0,3909.5
853.0,99.0,3909.5
853.0,100.0,4012.0
853.0,101.0,4023.5
853.0,102.0,4034.5
853.0,103.0,4045.5
854.0,99.0,3909.5
855.0,99.0,3909.5
855.0,100.0,4012.0
855.0,101.0,4023.5
855.0,102.0,4034.5
855.0,103.0,4045.5
856.0,99.0,3909.5
857.0,99.0,3909.5
858.0,99.0,3909.5
858.0,100.0,4012.0
858.0,101.0,4023.5
859.0,99.0,3909.5
859.0,100.0,4012.0
860.0,99.0,3909.5
860.0,100.0,4012.0
860.0,101.0,4023.5
861.0,99.0,3909.5
862.0,99.0,3909.5
862.0,100.0,4012.0
862.0,101.0,4023.5
862.0,102.0,4034.5
862.0,103.0,4045.5
863.0,99.0,3909.5
863.0,100.0,4012.0
863.0,101.0,4023.5
864.0,99.0,3909.5
864.0,100.0,4012.0
865.0,99.0,3909.5
865.0,100.0,4012.0
866.0,99.0,3909.5
867.0,100.0,4012.0
867.0,101.0,4023.5
868.0,100.0,4012.0
868.0,101.0,4023.5
868.0,102.0,4034.5
868.0,103.0,4045.5
869.0,100.0,4012.0
870.0,100.0,4012.0
870.0,101.0,4023.5
870.0,102.0,4034.5
870.0,103.0,4045.5
871.0,100.0,4012.0
871.0,101.0,4023.5
872.0,101.0,4023.5
873.0,101.0,4023.5
874.0,101.0,4023.5
875.0,101.0,4023.5
876.0,101.0,4023.5
876.0,102.0,4034.5
876.0,103.0,4045.5
877.0,101.0,4023.5
877.0,102.0,4034.5
877.0,103.0,4045.5
878.0,101.0,4023.5
878.0,102.0,4034.5
879.0,101.0,4023.5
880.0,102.0,4034.5
881.0,102.0,4034.5
881.0,103.0,4045.5
882.0,102.0,4034.5
883.0,103.0,4045.5
884.0,103.0,4045.5
885.0,103.0,4045.5
886.0,104.0,4138.0
886.0,105.0,4231.5
886.0,106.0,4244.0
886.0,107.0,4265.0
886.0,108.0,4294.0
886.0,109.0,4314.5
886.0,110.0,4330.0
886.0,111.0,4344.5
887.0,104.0,4138.0
888.0,104.0,4138.0
888.0,105.0,4231.5
889.0,104.0,4138.0
890.0,104.0,4138.0
