0,1,2
890.0,105.0,4231.5
890.0,106.0,4244.0
890.0,107.0,4265.0
890.0,108.0,4294.0
890.0,109.0,4314.5
891.0,104.0,4138.0
891.0,105.0,4231.5
891.0,106.0,4244.0
891.0,107.0,4265.0
891.0,108.0,4294.0
891.0,109.0,4314.5
891.0,110.0,4330.0
891.0,111.0,4344.5
891.0,112.0,4355.5
891.0,113.0,4366.5
891.0,114.0,4379.0
891.0,115.0,4401.0
891.0,116.0,4422.0
891.0,117.0,4434.0
891.0,118.0,4458.5
891.0,119.0,4482.5
892.0,104.0,4138.0
892.0,105.0,4231.5
892.0,106.0,4244.0
893.0,104.0,4138.0
893.0,105.0,4231.5
894.0,104.0,4138.0
895.0,104.0,4138.0
895.0,105.0,4231.5
895.0,106.0,4244.0
896.0,104.0,4138.0
897.0,104.0,4138.0
898.0,104.0,4138.0
899.0,104.0,4138.0
900.0,104.0,4138.0
900.0,105.0,4231.5
901.0,104.0,4138.0
901.0,105.0,4231.5
901.0,106.0,4244.0
902.0,104.0,4138.0
903.0,104.0,4138.0
903.0,105.0,4231.5
903.0,106.0,4244.0
904.0,104.0,4138.0
905.0,104.0,4138.0
905.0,105.0,4231.5
906.0,104.0,4138.0
906.0,105.0,4231.5
906.0,106.0,4244.0
907.0,105.0,4231.5
908.0,105.0,4231.5
908.0,106.0,4244.0
909.0,105.0,4231.5
909.0,106.0,4244.0
910.0,105.0,4231.5
910.0,106.0,4244.0
911.0,106.0,4244.0
911.0,107.0,4265.0
912.0,106.0,4244.0
913.0,106.0,4244.0
914.0,106.0,4244.0
915.0,106.0,4244.0
916.0,106.0,4244.0
917.0,106.0,4244.0
918.0,106.0,4244.0
919.0,106.0,4244.0
919.0,107.0,4265.0
919.0,108.0,4294.0
919.0,109.0,4314.5
920.0,106.0,4244.0
920.0,107.0,4265.0
920.0,108.0,4294.0
921.0,106.0,4244.0
922.0,106.0,4244.0
922.0,107.0,4265.0
923.0,107.0,4265.0
923.0,108.0,4294.0
924.0,107.0,4265.0
925.0,107.0,4265.0
925.0,108.0,4294.0
925.0,109.0,4314.5
926.0,107.0,4265.0
927.0,107.0,4265.0
928.0,107.0,4265.0
929.0,107.0,4265.0
929.0,108.0,4294.0
930.0,108.0,4294.0
930.0,109.0,4314.5
931.0,108.0,4294.0
931.0,109.0,4314.5
932.0,108.0,4294.0
933.0,108.0,4294.0
934.0,108.0,4294.0
934.0,109.0,4314.5
934.0,110.0,4330.0
934.0,111.0,4344.5
934.0,112.0,4355.5
935.0,108.0,4294.0
935.0,109.0,4314.5
935.0,110.0,4330.0
936.0,108.0,4294.0
937.0,108.0,4294.0
937.0,109.0,4314.5
938.0,108.0,4294.0
939.0,108.0,4294.0
939.0,109.0,4314.5
940.0,109.0,4314.5
941.0,109.0,4314.5
941.0,110.0,4330.0
941.0,111.0,4344.5
942.0,109.0,4314.5
943.0,109.0,4314.5
944.0,109.0,4314.5
945.0,109.0,4314.5
946.0,109.0,4314.5
947.0,110.0,4330.0
948.0,110.0,4330.0
949.0,110.0,4330.0
950.0,110.0,4330.0
951.0,110.0,4330.0
951.0,111.0,4344.5
951.0,112.0,4355.5
951.0,113.0,4366.5
951.0,114.0,4379.0
951.0,115.0,4401.0
951.0,116.0,4422.0
951.0,117.0,4434.0
952.0,110.0,4330.0
953.0,110.0,4330.0
953.0,111.0,4344.5
953.0,112.0,4355.5
954.0,111.0,4344.5
955.0,111.0,4344.5
956.0,111.0,4344.5
957.0,111.0,4344.5
958.0,111.0,4344.5
959.0,111.0,4344.5
959.0,112.0,4355.5
960.0,111.0,4344.5
960.0,112.0,4355.5
960.0,113.0,4366.5
961.0,112.0,4355.5
961.0,113.0,4366.5
961.0,114.0,4379.0
962.0,112.0,4355.5
962.0,113.0,4366.5
963.0,112.0,4355.5
963.0,113.0,4366.5
964.0,112.0,4355.5
964.0,113.0,4366.5
964.0,114.0,4379.0
965.0,112.0,4355.5
965.0,113.0,4366.5
965.0,114.0,4379.0
966.0,112.0,4355.5
966.0,113.0,4366.5
966.0,114.0,4379.0
967.0,112.0,4355.5
967.0,113.0,4366.5
967.0,114.0,4379.0
968.0,112.0,4355.5
968.0,113.0,4366.5
969.0,113.0,4366.5
969.0,114.0,4379.0
970.0,113.0,4366.5
970.0,114.0,4379.0
971.0,113.0,4366.5
971.0,114.0,4379.0
972.0,114.0,4379.0
973.0,114.0,4379.0
974.0,114.0,4379.0
974.0,115.0,4401.0
975.0,114.0,4379.0
975.0,115.0,4401.0
975.0,116.0,4422.0
975.0,117.0,4434.0
975.0,118.0,4458.5
975.0,119.0,4482.5
975.0,120.0,4493.5
975.0,121.0,4505.0
975.0,122.0,4516.5
976.0,115.0,4401.0
976.0,116.0,4422.0
976.0,117.0,4434.0
977.0,115.0,4401.0
977.0,116.0,4422.0
977.0,117.0,4434.0
978.0,115.0,4401.0
978.0,116.0,4422.0
979.0,115.0,4401.0
980.0,115.0,4401.0
981.0,115.0,4401.0
981.0,116.0,4422.0
981.0,117.0,4434.0
981.0,118.0,4458.5
982.0,115.0,4401.0
983.0,115.0,4401.0
984.0,115.0,4401.0
984.0,116.0,4422.0
984.0,117.0,4434.0
985.0,115.0,4401.0
986.0,115.0,4401.0
986.0,116.0,4422.0
986.0,117.0,4434.0
987.0,115.0,4401.0
987.0,116.0,4422.0
988.0,116.0,4422.0
989.0,116.0,4422.0
990.0,116.0,4422.0
990.0,117.0,4434.0
991.0,116.0,4422.0
991.0,117.0,4434.0
992.0,116.0,4422.0
993.0,116.0,4422.0
994.0,116.0,4422.0
994.0,117.0,4434.0
995.0,116.0,4422.0
995.0,117.0,4434.0
996.0,116.0,4422.0
996.0,117.0,4434.0
997.0,116.0,4422.0
997.0,117.0,4434.0
998.0,117.0,4434.0
999.0,117.0,4434.0
1000.0,117.0,4434.0
1001.0,117.0,4434.0
1002.0,117.0,4434.0
1002.0,118.0,4458.5
1002.0,119.0,4482.5
1002.0,120.0,4493.5
1002.0,121.0,4505.0
1002.0,122.0,4516.5
1003.0,117.0,4434.0
1003.0,118.0,4458.5
1004.0,117.0,4434.0
1005.0,117.0,4434.0
1006.0,117.0,4434.0
1007.0,117.0,4434.0
1007.0,118.0,4458.5
1008.0,117.0,4434.0
1009.0,118.0,4458.5
1009.0,119.0,4482.5
1009.0,120.0,4493.5
1010.0,118.0,4458.5
1010.0,119.0,4482.5
1010.0,120.0,4493.5
1011.0,118.0,4458.5
1011.0,119.0,4482.5
1011.0,120.0,4493.5
1011.0,121.0,4505.0
1011.0,122.0,4516.5
1012.0,118.0,4458.5
1013.0,118.0,4458.5
1014.0,118.0,4458.5
1015.0,118.0,4458.5
1016.0,118.0,4458.5
1017.0,118.0,4458.5
1018.0,118.0,4458.5
1018.0,119.0,4482.5
1019.0,118.0,4458.5
1020.0,118.0,4458.5
1020.0,119.0,4482.5
1021.0,118.0,4458.5
1021.0,119.0,4482.5
1021.0,120.0,4493.5
1021.0,121.0,4505.0
1021.0,122.0,4516.5
1022.0,119.0,4482.5
1022.0,120.0,4493.5
1022.0,121.0,4505.0
1022.0,122.0,4516.5
1023.0,119.0,4482.5
1024.0,119.0,4482.5
1024.0,120.0,4493.5
1024.0,121.0,4505.0
1024.0,122.0,4516.5
1025.0,119.0,4482.5
1025.0,120.0,4493.5
1025.0,121.0,4505.0
1025.0,122.0,4516.5
1026.0,119.0,4482.5
1026.0,120.0,4493.5
1026.0,121.0,4505.0
1026.0,122.0,4516.5
1026.0,123.0,4573.5
1026.0,124.0,4630.5
1026.0,125.0,4641.5
1026.0,126.0,4653.5
1027.0,119.0,4482.5
1027.0,120.0,4493.5
1028.0,120.0,4493.5
1029.0,120.0,4493.5
1030.0,121.0,4505.0
1030.0,122.0,4516.5
1031.0,121.0,4505.0
1031.0,122.0,4516.5
1032.0,121.0,4505.0
1032.0,122.0,4516.5
1033.0,122.0,4516.5
1034.0,122.0,4516.5
1035.0,122.0,4516.5
1036.0,122.0,4516.5
1037.0,122.0,4516.5
1038.0,122.0,4516.5
1038.0,123.0,4573.5
1038.0,124.0,4630.5
1038.0,125.0,4641.5
1038.0,126.0,4653.5
1038.0,127.0,4665.5
1038.0,128.0,4679.0
1038.0,129.0,4692.5
1038.0,130.0,4705.5
1038.0,131.0,4720.0
1038.0,132.0,4782.5
1038.0,133.0,4843.5
1038.0,134.0,4854.5
1038.0,135.0,4866.0
1038.0,136.0,4879.5
1038.0,137.0,4912.0
1038.0,138.0,4949.0
1038.0,139.0,4966.5
1038.0,140.0,4977.5
1039.0,123.0,4573.5
1039.0,124.0,4630.5
1040.0,123.0,4573.5
1040.0,124.0,4630.5
1041.0,123.0,4573.5
1041.0,124.0,4630.5
1041.0,125.0,4641.5
1042.0,123.0,4573.5
1043.0,123.0,4573.5
1043.0,124.0,4630.5
1043.0,125.0,4641.5
1043.0,126.0,4653.5
1043.0,127.0,4665.5
1043.0,128.0,4679.0
1043.0,129.0,4692.5
1043.0,130.0,4705.5
1043.0,131.0,4720.0
1044.0,123.0,4573.5
1044.0,124.0,4630.5
1044.0,125.0,4641.5
1044.0,126.0,4653.5
1044.0,127.0,4665.5
1045.0,123.0,4573.5
1045.0,124.0,4630.5
1045.0,125.0,4641.5
1045.0,126.0,4653.5
1045.0,127.0,4665.5
1045.0,128.0,4679.0
1045.0,129.0,4692.5
1045.0,130.0,4705.5
1045.0,131.0,4720.0
1046.0,123.0,4573.5
1046.0,124.0,4630.5
1046.0,125.0,4641.5
1046.0,126.0,4653.5
1046.0,127.0,4665.5
1046.0,128.0,4679.0
1047.0,123.0,4573.5
1047.0,124.0,4630.5
1047.0,125.0,4641.5
1048.0,123.0,4573.5
1048.0,124.0,4630.5
1048.0,125.0,4641.5
1048.0,126.0,4653.5
1049.0,123.0,4573.5
1050.0,123.0,4573.5
1051.0,123.0,4573.5
1051.0,124.0,4630.5
1052.0,123.0,4573.5
1052.0,124.0,4630.5
1052.0,125.0,4641.5
1052.0,126.0,4653.5
1053.0,124.0,4630.5
1053.0,125.0,4641.5
1053.0,126.0,4653.5
1054.0,124.0,4630.5
1054.0,125.0,4641.5
1055.0,124.0,4630.5
1055.0,125.0,4641.5
1056.0,125.0,4641.5
1057.0,125.0,4641.5
1057.0,126.0,4653.5
1058.0,125.0,4641.5
1059.0,125.0,4641.5
1059.0,126.0,4653.5
1059.0,127.0,4665.5
1059.0,128.0,4679.0
1059.0,129.0,4692.5
1059.0,130.0,4705.5
1059.0,131.0,4720.0
1060.0,125.0,4641.5
1061.0,125.0,4641.5
1062.0,125.0,4641.5
1062.0,126.0,4653.5
1063.0,125.0,4641.5
1063.0,126.0,4653.5
1064.0,125.0,4641.5
1065.0,125.0,4641.5
1065.0,126.0,4653.5
1065.0,127.0,4665.5
1065.0,128.0,4679.0
1065.0,129.0,4692.5
1066.0,126.0,4653.5
1067.0,126.0,4653.5
1067.0,127.0,4665.5
1068.0,126.0,4653.5
1068.0,127.0,4665.5
1069.0,126.0,4653.5
1069.0,127.0,4665.5
1070.0,126.0,4653.5
1070.0,127.0,4665.5
1070.0,128.0,4679.0
1070.0,129.0,4692.5
1070.0,130.0,4705.5
1070.0,131.0,4720.0
1071.0,126.0,4653.5
1071.0,127.0,4665.5
1071.0,128.0,4679.0
1071.0,129.0,4692.5
1071.0,130.0,4705.5
1071.0,131.0,4720.0
1071.0,132.0,4782.5
1071.0,133.0,4843.5
1071.0,134.0,4854.5
1071.0,135.0,4866.0
1071.0,136.0,4879.5
1071.0,137.0,4912.0
1071.0,138.0,4949.0
1072.0,126.0,4653.5
1073.0,126.0,4653.5
1073.0,127.0,4665.5
1074.0,126.0,4653.5
1074.0,127.0,4665.5
1075.0,127.0,4665.5
1076.0,127.0,4665.5
1076.0,128.0,4679.0
1077.0,127.0,4665.5
1077.0,128.0,4679.0
1078.0,127.0,4665.5
1078.0,128.0,4679.0
1078.0,129.0,4692.5
1079.0,127.0,4665.5
1079.0,128.0,4679.0
1079.0,129.0,4692.5
1079.0,130.0,4705.5
1079.0,131.0,4720.0
1079.0,132.0,4782.5
1079.0,133.0,4843.5
1079.0,134.0,4854.5
1079.0,135.0,4866.0
1079.0,136.0,4879.5
1080.0,127.0,4665.5
1081.0,127.0,4665.5
1081.0,128.0,4679.0
1081.0,129.0,4692.5
1082.0,127.0,4665.5
1083.0,128.0,4679.0
1084.0,128.0,4679.0
1085.0,128.0,4679.0
1085.0,129.0,4692.5
1085.0,130.0,4705.5
1085.0,131.0,4720.0
1086.0,128.0,4679.0
1086.0,129.0,4692.5
1087.0,128.0,4679.0
1087.0,129.0,4692.5
1087.0,130.0,4705.5
1087.0,131.0,4720.0
1088.0,128.0,4679.0
1088.0,129.0,4692.5
1089.0,128.0,4679.0
1089.0,129.0,4692.5
1089.0,130.0,4705.5
1090.0,129.0,4692.5
1091.0,129.0,4692.5
1092.0,129.0,4692.5
1093.0,129.0,4692.5
1093.0,130.0,4705.5
1094.0,129.0,4692.5
1095.0,129.0,4692.5
1095.0,130.0,4705.5
1096.0,129.0,4692.5
1096.0,130.0,4705.5
1097.0,129.0,4692.5
1098.0,129.0,4692.5
1099.0,129.0,4692.5
1099.0,130.0,4705.5
1100.0,129.0,4692.5
1101.0,130.0,4705.5
1102.0,130.0,4705.5
1103.0,130.0,4705.5
1103.0,131.0,4720.0
1104.0,130.0,4705.5
1105.0,130.0,4705.5
1106.0,131.0,4720.0
1107.0,131.0,4720.0
1108.0,131.0,4720.0
1109.0,131.0,4720.0
1110.0,131.0,4720.0
1111.0,131.0,4720.0
1112.0,131.0,4720.0
1113.0,132.0,4782.5
1113.0,133.0,4843.5
1113.0,134.0,4854.5
1113.0,135.0,4866.0
1113.0,136.0,4879.5
1113.0,137.0,4912.0
1113.0,138.0,4949.0
1113.0,139.0,4966.5
1113.0,140.0,4977.5
1114.0,132.0,4782.5
1114.0,133.0,4843.5
1115.0,132.0,4782.5
1116.0,132.0,4782.5
1116.0,133.0,4843.5
1116.0,134.0,4854.5
1116.0,135.0,4866.0
1116.0,136.0,4879.5
1116.0,137.0,4912.0
1116.0,138.0,4949.0
1116.0,139.0,4966.5
1116.0,140.0,4977.5
1116.0,141.0,5005.5
1117.0,132.0,4782.5
1117.0,133.0,4843.5
1117.0,134.0,4854.5
1117.0,135.0,4866.0
1118.0,132.0,4782.5
1119.0,132.0,4782.5
1119.0,133.0,4843.5
1120.0,132.0,4782.5
1120.0,133.0,4843.5
1120.0,134.0,4854.5
1120.0,135.0,4866.0
1120.0,136.0,4879.5
1120.0,137.0,4912.0
1121.0,132.0,4782.5
1121.0,133.0,4843.5
1122.0,132.0,4782.5
1122.0,133.0,4843.5
1122.0,134.0,4854.5
1122.0,135.0,4866.0
1122.0,136.0,4879.5
1123.0,132.0,4782.5
1123.0,133.0,4843.5
1123.0,134.0,4854.5
1124.0,132.0,4782.5
1124.0,133.0,4843.5
1124.0,134.0,4854.5
1125.0,132.0,4782.5
1126.0,132.0,4782.5
1126.0,133.0,4843.5
1126.0,134.0,4854.5
1126.0,135.0,4866.0
1126.0,136.0,4879.5
1126.0,137.0,4912.0
1126.0,138.0,4949.0
1126.0,139.0,4966.5
1126.0,140.0,4977.5
1126.0,141.0,5005.5
1126.0,142.0,5055.5
1126.0,143.0,5091.0
1126.0,144.0,5104.5
1127.0,132.0,4782.5
1128.0,132.0,4782.5
1129.0,132.0,4782.5
1129.0,133.0,4843.5
1129.0,134.0,4854.5
1129.0,135.0,4866.0
1129.0,136.0,4879.5
1130.0,132.0,4782.5
1130.0,133.0,4843.5
1130.0,134.0,4854.5
1130.0,135.0,4866.0
1130.0,136.0,4879.5
1130.0,137.0,4912.0
1130.0,138.0,4949.0
1130.0,139.0,4966.5
1131.0,132.0,4782.5
1131.0,133.0,4843.5
1132.0,132.0,4782.5
1132.0,133.0,4843.5
1132.0,134.0,4854.5
1132.0,135.0,4866.0
1133.0,133.0,4843.5
1133.0,134.0,4854.5
1134.0,133.0,4843.5
1134.0,134.0,4854.5
1134.0,135.0,4866.0
1134.0,136.0,4879.5
1135.0,133.0,4843.5
1136.0,133.0,4843.5
1136.0,134.0,4854.5
1136.0,135.0,4866.0
1136.0,136.0,4879.5
1136.0,137.0,4912.0
1137.0,134.0,4854.5
1138.0,134.0,4854.5
1138.0,135.0,4866.0
1138.0,136.0,4879.5
1139.0,134.0,4854.5
1140.0,135.0,4866.0
1141.0,135.0,4866.0
1142.0,135.0,4866.0
1142.0,136.0,4879.5
1143.0,135.0,4866.0
1144.0,135.0,4866.0
1145.0,135.0,4866.0
1146.0,136.0,4879.5
1147.0,136.0,4879.5
1148.0,136.0,4879.5
1148.0,137.0,4912.0
1148.0,138.0,4949.0
1148.0,139.0,4966.5
1148.0,140.0,4977.5
1148.0,141.0,5005.5
1149.0,136.0,4879.5
1150.0,136.0,4879.5
1151.0,136.0,4879.5
1152.0,137.0,4912.0
1152.0,138.0,4949.0
1152.0,139.0,4966.5
1152.0,140.0,4977.5
1152.0,141.0,5005.5
1152.0,142.0,5055.5
1152.0,143.0,5091.0
1152.0,144.0,5104.5
1153.0,137.0,4912.0
1154.0,137.0,4912.0
1154.0,138.0,4949.0
1154.0,139.0,4966.5
1154.0,140.0,4977.5
1155.0,137.0,4912.0
1156.0,137.0,4912.0
1157.0,137.0,4912.0
1158.0,137.0,4912.0
1159.0,137.0,4912.0
1160.0,137.0,4912.0
1161.0,137.0,4912.0
1162.0,137.0,4912.0
1162.0,138.0,4949.0
1162.0,139.0,4966.5
1163.0,137.0,4912.0
1164.0,137.0,4912.0
1165.0,137.0,4912.0
1165.0,138.0,4949.0
1165.0,139.0,4966.5
1165.0,140.0,4977.5
1166.0,138.0,4949.0
1166.0,139.0,4966.5
1166.0,140.0,4977.5
1167.0,138.0,4949.0
1167.0,139.0,4966.5
1167.0,140.0,4977.5
1167.0,141.0,5005.5
1168.0,138.0,4949.0
1168.0,139.0,4966.5
1168.0,140.0,4977.5
1169.0,138.0,4949.0
1169.0,139.0,4966.5
1169.0,140.0,4977.5
1170.0,138.0,4949.0
1171.0,138.0,4949.0
1172.0,138.0,4949.0
1173.0,138.0,4949.0
1173.0,139.0,4966.5
1173.0,140.0,4977.5
1173.0,141.0,5005.5
1174.0,138.0,4949.0
1175.0,138.0,4949.0
1176.0,138.0,4949.0
1176.0,139.0,4966.5
1176.0,140.0,4977.5
1177.0,138.0,4949.0
1177.0,139.0,4966.5
1178.0,139.0,4966.5
1178.0,140.0,4977.5
1179.0,139.0,4966.5
1180.0,139.0,4966.5
1181.0,139.0,4966.5
1181.0,140.0,4977.5
1182.0,139.0,4966.5
1183.0,139.0,4966.5
1184.0,139.0,4966.5
1185.0,139.0,4966.5
1185.0,140.0,4977.5
1185.0,141.0,5005.5
1185.0,142.0,5055.5
1185.0,143.0,5091.0
1185.0,144.0,5104.5
1186.0,139.0,4966.5
1186.0,140.0,4977.5
1187.0,140.0,4977.5
1187.0,141.0,5005.5
1188.0,140.0,4977.5
1188.0,141.0,5005.5
1189.0,140.0,4977.5
1189.0,141.0,5005.5
1189.0,142.0,5055.5
1189.0,143.0,5091.0
1189.0,144.0,5104.5
1190.0,140.0,4977.5
1191.0,140.0,4977.5
1192.0,140.0,4977.5
1193.0,140.0,4977.5
1193.0,141.0,5005.5
1194.0,140.0,4977.5
1194.0,141.0,5005.5
1194.0,142.0,5055.5
1194.0,143.0,5091.0
1194.0,144.0,5104.5
1195.0,141.0,5005.5
1195.0,142.0,5055.5
1195.0,143.0,5091.0
1195.0,144.0,5104.5
1196.0,141.0,5005.5
1196.0,142.0,5055.5
1196.0,143.0,5091.0
1196.0,144.0,5104.5
1197.0,141.0,5005.5
1197.0,142.0,5055.5
1197.0,143.0,5091.0
1197.0,144.0,5104.5
1198.0,141.0,5005.5
1199.0,141.0,5005.5
1200.0,141.0,5005.5
1201.0,141.0,5005.5
1201.0,142.0,5055.5
1201.0,143.0,5091.0
1201.0,144.0,5104.5
1202.0,141.0,5005.5
1203.0,142.0,5055.5
1204.0,142.0,5055.5
1204.0,143.0,5091.0
1204.0,144.0,5104.5
1205.0,142.0,5055.5
1206.0,142.0,5055.5
1206.0,143.0,5091.0
1207.0,142.0,5055.5
1208.0,142.0,5055.5
1209.0,142.0,5055.5
1209.0,143.0,5091.0
1210.0,142.0,5055.5
1210.0,143.0,5091.0
1211.0,142.0,5055.5
1212.0,142.0,5055.5
1213.0,142.0,5055.5
1214.0,142.0,5055.5
1214.0,143.0,5091.0
1215.0,142.0,5055.5
1216.0,143.0,5091.0
1216.0,144.0,5104.5
1217.0,143.0,5091.0
1217.0,144.0,5104.5
1218.0,143.0,5091.0
1218.0,144.0,5104.5
1219.0,143.0,5091.0
1220.0,143.0,5091.0
1220.0,144.0,5104.5
1221.0,143.0,5091.0
1221.0,144.0,5104.5
1222.0,143.0,5091.0
1222.0,144.0,5104.5
1223.0,144.0,5104.5
1224.0,144.0,5104.5
1225.0,144.0,5104.5
1226.0,144.0,5104.5
1227.0,144.0,5104.5
1228.0,144.0,5104.5
1229.0,144.0,5104.5
1230.0,144.0,5104.5
1231.0,144.0,5104.5
1232.0,145.0,5475.5
1232.0,146.0,5849.5
1232.0,147.0,5871.0
1232.0,148.0,5889.5
1232.0,149.0,5900.5
1232.0,150.0,5913.0
1232.0,151.0,5951.0
1232.0,152.0,5993.0
1232.0,153.0,6009.5
1233.0,145.0,5475.5
1233.0,146.0,5849.5
1233.0,147.0,5871.0
1233.0,148.0,5889.5
1234.0,145.0,5475.5
1234.0,146.0,5849.5
1234.0,147.0,5871.0
1234.0,148.0,5889.5
1234.0,149.0,5900.5
1234.0,150.0,5913.0
1234.0,151.0,5951.0
1234.0,152.0,5993.0
1234.0,153.0,6009.5
1235.0,145.0,5475.5
1235.0,146.0,5849.5
1235.0,147.0,5871.0
1235.0,148.0,5889.5
1235.0,149.0,5900.5
1235.0,150.0,5913.0
1236.0,145.0,5475.5
1236.0,146.0,5849.5
1236.0,147.0,5871.0
1236.0,148.0,5889.5
1237.0,145.0,5475.5
1237.0,146.0,5849.5
1237.0,147.0,5871.0
1237.0,148.0,5889.5
1237.0,149.0,5900.5
1237.0,150.0,5913.0
1237.0,151.0,5951.0
1238.0,145.0,5475.5
1238.0,146.0,5849.5
1239.0,145.0,5475.5
1239.0,146.0,5849.5
1239.0,147.0,5871.0
1239.0,148.0,5889.5
1239.0,149.0,5900.5
1239.0,150.0,5913.0
1240.0,145.0,5475.5
1241.0,145.0,5475.5
1241.0,146.0,5849.5
1241.0,147.0,5871.0
1241.0,148.0,5889.5
1241.0,149.0,5900.5
1241.0,150.0,5913.0
1242.0,145.0,5475.5
1242.0,146.0,5849.5
1243.0,145.0,5475.5
1243.0,146.0,5849.5
1243.0,147.0,5871.0
1243.0,148.0,5889.5
1243.0,149.0,5900.5
1244.0,145.0,5475.5
1245.0,145.0,5475.5
1245.0,146.0,5849.5
1245.0,147.0,5871.0
1245.0,148.0,5889.5
1245.0,149.0,5900.5
1245.0,150.0,5913.0
1245.0,151.0,5951.0
1245.0,152.0,5993.0
1245.0,153.0,6009.5
1246.0,145.0,5475.5
1246.0,146.0,5849.5
1246.0,147.0,5871.0
1246.0,148.0,5889.5
1246.0,149.0,5900.5
1246.0,150.0,5913.0
1246.0,151.0,5951.0
1247.0,145.0,5475.5
1248.0,145.0,5475.5
1248.0,146.0,5849.5
1248.0,147.0,5871.0
1249.0,145.0,5475.5
1250.0,145.0,5475.5
1251.0,145.0,5475.5
1251.0,146.0,5849.5
1251.0,147.0,5871.0
1251.0,148.0,5889.5
1251.0,149.0,5900.5
1252.0,145.0,5475.5
1252.0,146.0,5849.5
1253.0,145.0,5475.5
1254.0,146.0,5849.5
1254.0,147.0,5871.0
1254.0,148.0,5889.5
1254.0,149.0,5900.5
1255.0,146.0,5849.5
1255.0,147.0,5871.0
1255.0,148.0,5889.5
1255.0,149.0,5900.5
1255.0,150.0,5913.0
1255.0,151.0,5951.0
1255.0,152.0,5993.0
1255.0,153.0,6009.5
1256.0,146.0,5849.5
1257.0,146.0,5849.5
1258.0,146.0,5849.5
1258.0,147.0,5871.0
1258.0,148.0,5889.5
1258.0,149.0,5900.5
1258.0,150.0,5913.0
1258.0,151.0,5951.0
1259.0,146.0,5849.5
1260.0,146.0,5849.5
1260.0,147.0,5871.0
1260.0,148.0,5889.5
1261.0,146.0,5849.5
1262.0,146.0,5849.5
1263.0,147.0,5871.0
1264.0,147.0,5871.0
1265.0,147.0,5871.0
1265.0,148.0,5889.5
1266.0,147.0,5871.0
1266.0,148.0,5889.5
1266.0,149.0,5900.5
1267.0,147.0,5871.0
1268.0,147.0,5871.0
1269.0,147.0,5871.0
1269.0,148.0,5889.5
1269.0,149.0,5900.5
1269.0,150.0,5913.0
1270.0,147.0,5871.0
1271.0,147.0,5871.0
1271.0,148.0,5889.5
1271.0,149.0,5900.5
1272.0,147.0,5871.0
1272.0,148.0,5889.5
1273.0,147.0,5871.0
1273.0,148.0,5889.5
1273.0,149.0,5900.5
1273.0,150.0,5913.0
1274.0,147.0,5871.0
1274.0,148.0,5889.5
1274.0,149.0,5900.5
1275.0,148.0,5889.5
1276.0,148.0,5889.5
1276.0,149.0,5900.5
1276.0,150.0,5913.0
1277.0,148.0,5889.5
1278.0,148.0,5889.5
1279.0,149.0,5900.5
1280.0,149.0,5900.5
1280.0,150.0,5913.0
1281.0,149.0,5900.5
1282.0,150.0,5913.0
1283.0,150.0,5913.0
1284.0,150.0,5913.0
1285.0,150.0,5913.0
1286.0,150.0,5913.0
1287.0,150.0,5913.0
1288.0,150.0,5913.0
1289.0,150.0,5913.0
1289.0,151.0,5951.0
1289.0,152.0,5993.0
1289.0,153.0,6009.5
1290.0,151.0,5951.0
1290.0,152.0,5993.0
1290.0,153.0,6009.5
1290.0,154.0,6124.5
1290.0,155.0,6239.5
1290.0,156.0,6297.5
1290.0,157.0,6366.0
1290.0,158.0,6389.0
1291.0,151.0,5951.0
1291.0,152.0,5993.0
1291.0,153.0,6009.5
1292.0,151.0,5951.0
1292.0,152.0,5993.0
1292.0,153.0,6009.5
1293.0,151.0,5951.0
1293.0,152.0,5993.0
1294.0,151.0,5951.0
1294.0,152.0,5993.0
1294.0,153.0,6009.5
1295.0,151.0,5951.0
1295.0,152.0,5993.0
1295.0,153.0,6009.5
1296.0,151.0,5951.0
1297.0,151.0,5951.0
1297.0,152.0,5993.0
1297.0,153.0,6009.5
1298.0,151.0,5951.0
1298.0,152.0,5993.0
1298.0,153.0,6009.5
1299.0,151.0,5951.0
1299.0,152.0,5993.0
1300.0,152.0,5993.0
1300.0,153.0,6009.5
1301.0,152.0,5993.0
1302.0,152.0,5993.0
1302.0,153.0,6009.5
1303.0,152.0,5993.0
1304.0,152.0,5993.0
1304.0,153.0,6009.5
1305.0,152.0,5993.0
1305.0,153.0,6009.5
1306.0,152.0,5993.0
1306.0,153.0,6009.5
1307.0,152.0,5993.0
1307.0,153.0,6009.5
1308.0,152.0,5993.0
1308.0,153.0,6009.5
1309.0,153.0,6009.5
1310.0,153.0,6009.5
1311.0,153.0,6009.5
1312.0,153.0,6009.5
1313.0,153.0,6009.5
1314.0,153.0,6009.5
1315.0,153.0,6009.5
1316.0,153.0,6009.5
1317.0,153.0,6009.5
1318.0,154.0,6124.5
1318.0,155.0,6239.5
1318.0,156.0,6297.5
1318.0,157.0,6366.0
1318.0,158.0,6389.0
1318.0,159.0,6440.0
1318.0,160.0,6490.0
1318.0,161.0,6501.5
1318.0,162.0,6539.0
1318.0,163.0,6624.5
1318.0,164.0,6687.0
1318.0,165.0,6707.0
1318.0,166.0,6723.5
1318.0,167.0,6734.5
1319.0,154.0,6124.5
1320.0,154.0,6124.5
1320.0,155.0,6239.5
1321.0,154.0,6124.5
1321.0,155.0,6239.5
1322.0,154.0,6124.5
